time,signal1,signal2,signal3
0,0.0,8.0,0.0
1,1.27877161684506,7.934320110585969,1.521927503457044
2,2.5365458390950737,7.738358904312236,2.9443053120236273
3,3.7526700487937408,7.415334058768174,4.174095303620918
4,4.907175520039378,6.970549632987115,5.130856578032077
5,5.981105304912159,6.411308974943654,5.7520071182199635
6,6.956825506034864,5.746794800781822,5.996917297204128
7,7.818314824680298,4.987918414869869,5.849567473090942
8,8.55142763005346,4.147140546484201,5.319595838238
9,9.144126230158124,3.238266744979152,4.441667982451895
10,9.586678530366605,2.2762206930482614,3.2732094072632942
11,9.871817834144501,1.2767991602670345,1.8906493081417253
12,9.994862162006878,0.25641262057324266,0.3844213198842794
13,9.953791129491982,-0.7681842072614523,-1.1469517722082312
14,9.749279121818237,-1.7801674716505147,-2.603302434705348
15,9.384684220497604,-2.76292043537046,-3.889370371846729
16,8.86599306373,-3.7003063219266807,-4.921033527581734
17,8.20172254596956,-4.5769332809773555,-5.630810532298561
18,7.402779970753157,-5.3784071220905325,-5.9722746776951885
19,6.4822839530778875,-6.091567666953074,-5.923090700486702
20,5.45534901210549,-6.704704839134723,-5.486475738094877
21,4.338837391175582,-7.207750943219352,-4.6909888948081795
22,3.151082180236209,-7.592445976085349,-3.5886631829472972
23,1.9115862870137255,-7.852473255928523,-2.2516020292762473
24,0.6407021998071323,-7.983563142002691,-0.7672629701070398
25,-0.6407021998071255,-7.983563142002691,0.7672629701070315
26,-1.9115862870137188,-7.8524732559285235,2.2516020292762398
27,-3.151082180236202,-7.592445976085351,3.5886631829472906
28,-4.33883739117558,-7.207750943219353,4.690988894808178
29,-5.455349012105485,-6.704704839134726,5.486475738094874
30,-6.482283953077882,-6.091567666953077,5.9230907004867
31,-7.402779970753153,-5.378407122090536,5.972274677695189
32,-8.201722545969556,-4.57693328097736,5.630810532298564
33,-8.86599306373,-3.7003063219266825,4.921033527581736
34,-9.384684220497602,-2.7629204353704653,3.889370371846735
35,-9.749279121818237,-1.7801674716505167,2.6033024347053506
36,-9.95379112949198,-0.7681842072614595,1.1469517722082418
37,-9.994862162006878,0.2564126205732389,-0.3844213198842738
38,-9.871817834144503,1.2767991602670272,-1.8906493081417146
39,-9.586678530366608,2.276220693048256,-3.2732094072632876
40,-9.144126230158129,3.2382667449791436,-4.441667982451886
41,-8.551427630053464,4.147140546484196,-5.319595838237998
42,-7.818314824680299,4.987918414869867,-5.849567473090941
43,-6.956825506034869,5.746794800781816,-5.996917297204128
44,-5.9811053049121625,6.411308974943651,-5.752007118219964
45,-4.907175520039386,6.970549632987112,-5.130856578032082
46,-3.752670048793746,7.415334058768173,-4.1740953036209225
47,-2.5365458390950835,7.738358904312233,-2.944305312023638
48,-1.2787716168450665,7.934320110585968,-1.5219275034570514
49,-2.4492935982947065e-15,8.0,-2.9391523179536475e-15
